0.01199924	-0.00053075	-0.00546810	-0.00464886	-0.00255098	-0.00092969	-0.00255098	-0.00464886	-0.00546810	-0.00053075	0.01199924
-0.00053075	-0.04423712	-0.06511669	-0.06842297	-0.06729436	-0.06553677	-0.06729436	-0.06842297	-0.06511669	-0.04423712	-0.00053075
-0.00546810	-0.06511669	-0.09363246	-0.09618712	-0.08685405	-0.07684319	-0.08685405	-0.09618712	-0.09363246	-0.06511669	-0.00546810
-0.00464886	-0.06842297	-0.09618712	-0.07687599	0.00629359	0.08679363	0.00629359	-0.07687599	-0.09618712	-0.06842297	-0.00464886
-0.00255098	-0.06729436	-0.08685405	0.00629359	0.33719871	0.65428629	0.33719871	0.00629359	-0.08685405	-0.06729436	-0.00255098
-0.00092969	-0.06553677	-0.07684319	0.08679363	0.65428629	1.19735173	0.65428629	0.08679363	-0.07684319	-0.06553677	-0.00092969
-0.00255098	-0.06729436	-0.08685405	0.00629359	0.33719871	0.65428629	0.33719871	0.00629359	-0.08685405	-0.06729436	-0.00255098
-0.00464886	-0.06842297	-0.09618712	-0.07687599	0.00629359	0.08679363	0.00629359	-0.07687599	-0.09618712	-0.06842297	-0.00464886
-0.00546810	-0.06511669	-0.09363246	-0.09618712	-0.08685405	-0.07684319	-0.08685405	-0.09618712	-0.09363246	-0.06511669	-0.00546810
-0.00053075	-0.04423712	-0.06511669	-0.06842297	-0.06729436	-0.06553677	-0.06729436	-0.06842297	-0.06511669	-0.04423712	-0.00053075
0.01199924	-0.00053075	-0.00546810	-0.00464886	-0.00255098	-0.00092969	-0.00255098	-0.00464886	-0.00546810	-0.00053075	0.01199924
